Date,Value
2023-03-08,36.6404914855957
2023-03-09,36.6403694152832
2023-03-10,36.66259765625
2023-03-13,36.44646072387695
2023-03-14,36.68101119995117
2023-03-15,36.45651626586914
2023-03-16,36.50287628173828
2023-03-17,36.48286056518555
2023-03-20,36.13747024536133
2023-03-21,36.65327835083008
2023-03-22,36.651947021484375
2023-03-23,36.65589141845703
2023-03-24,36.435264587402344
2023-03-27,36.68307113647461
2023-03-28,36.638057708740234
2023-03-29,36.60049819946289
2023-03-30,36.64656448364258
2023-03-31,36.480716705322266
2023-04-03,36.39627456665039
2023-04-04,36.4906120300293
2023-04-05,36.526039123535156
2023-04-06,36.671390533447266
2023-04-07,36.52973556518555
2023-04-10,36.23659896850586
2023-04-11,36.53157424926758
2023-04-12,36.67445373535156
2023-04-13,36.65424728393555
2023-04-14,36.47002029418945
2023-04-17,36.51105499267578
2023-04-18,36.48922348022461
2023-04-19,36.49466323852539
2023-04-20,36.66785430908203
2023-04-21,36.657447814941406
2023-04-24,36.639366149902344
2023-04-25,36.54902648925781
2023-04-26,36.470218658447266
2023-04-27,36.685977935791016
2023-04-28,36.65477752685547
2023-05-01,36.163875579833984
2023-05-02,36.57279586791992
2023-05-03,36.424339294433594
2023-05-04,36.65407180786133
2023-05-05,36.65338134765625
2023-05-08,36.665199279785156
2023-05-09,36.663482666015625
2023-05-10,36.67094802856445
2023-05-11,36.49785232543945
2023-05-12,36.64487075805664
2023-05-15,36.54253005981445
2023-05-16,36.66758728027344
2023-05-17,36.65842056274414
2023-05-18,36.647342681884766
2023-05-19,36.66585159301758
2023-05-22,36.558135986328125
2023-05-23,36.67352294921875
2023-05-24,36.64078903198242
2023-05-25,36.60043716430664
2023-05-26,36.64346694946289
2023-05-29,36.72220993041992
2023-05-30,36.463321685791016
2023-05-31,36.64618682861328
2023-06-01,36.62953567504883
2023-06-02,36.63858413696289
2023-06-05,36.79410934448242
2023-06-06,36.58842086791992
2023-06-07,36.67781448364258
2023-06-08,36.632259368896484
2023-06-09,36.645992279052734
2023-06-12,36.63824462890625
2023-06-13,36.662967681884766
2023-06-14,36.6733512878418
2023-06-15,36.660945892333984
2023-06-16,36.675865173339844
2023-06-19,36.58766174316406
2023-06-20,36.654747009277344
2023-06-21,36.65364456176758
2023-06-22,36.653419494628906
2023-06-23,36.663516998291016
2023-06-26,36.42924499511719
2023-06-27,36.651248931884766
2023-06-28,36.66965103149414
2023-06-29,36.671417236328125
2023-06-30,36.649742126464844
2023-07-03,36.420196533203125
2023-07-04,36.62041091918945
2023-07-05,36.67168426513672
2023-07-06,36.64390563964844
2023-07-07,36.663543701171875
2023-07-10,36.37376403808594
2023-07-11,36.666378021240234
2023-07-12,36.722442626953125
2023-07-13,36.31305694580078
